Health System,Hospital,State,URL,Site,Contact Info,Notes,Contacted
,METROWEST MEDICAL CENTER - LEONARD MORSE CAMPUS,MA,,,,,
,WINCHESTER HOSPITAL,MA,,,,,
,AVERA SACRED HEART HOSPITAL,SD,,,,,
,SD HUMAN SERVICES CENTER,SD,,,,,
,HENRICO DOCTORS' HOSPITAL,VA,,,,,
,BAYSTATE FRANKLIN MEDICAL CENTER,MA,,,,,
,MERCY MEDICAL CENTER - SPRINGFIELD CAMPUS,MA,,,,,
,LEWISGALE HOSPITAL MONTGOMERY,VA,,,,,
,BAY STATE WING MEMORIAL HOSPITAL AND MEDICAL CENTERS,MA,,,,,
,ST ELIZABETH YOUNGSTOWN HOSPITAL,OH,,,,,
,REGIONAL REHABILITATION INSTITUTE,SD,,,,,
,AULTMAN ORRVILLE HOSPITAL,OH,,,,,
,TIPPAH COUNTY HOSPITAL,MS,,,,,
,LAHEY CLINIC MEDICAL CENTER,MA,,,,,
,ST VINCENT HOSPITAL,IN,,,,,
,WOOSTER COMMUNITY HOSPITAL,OH,,,,,
,LIFESCAPE,SD,,,,,
,VIRGINIA BEACH PSYCHIATRIC CENTER,VA,,,,,
,ABBOTT NORTHWESTERN HOSPITAL,MN,,,,,
,FAIRVIEW SOUTHDALE HOSPITAL,MN,,,,,
,GILLETTE CHILDRENS SPEC HOSP,MN,,,,,
,NORTH MEMORIAL MEDICAL CENTER,MN,,,,,
,PRAIRIE RIDGE HOSP HLTH SERV,MN,,,,,
,ST JOSEPHS HOSPITAL,MN,,,,,
,UNIVERSITY OF MN MED CTR,MN,,,,,
,MAPLE GROVE HOSPITAL,MN,,,,,
,STONE COUNTY HOSPITAL,MS,,,,,
,MAYO REGIONAL HOSPITAL,ME,,,,,
,LAKE REGION HEALTHCARE CORP,MN,,,,,
,MERCY HOSPITAL,MN,,,,,
,ORTONVILLE AREA HEALTH SERVICE,MN,,,,,
,PERHAM HEALTH,MN,,,,,
,LINCOLN HOSPITAL,NY,,,,,
,LAKE VIEW MEMORIAL HOSPITAL,MN,,,,,
,RAINY LAKE MEDICAL CENTER,MN,,,,,
,ST. LANDRY EXTENDED CARE HOSPITAL,OPELOUSAS,,,,,
,JOHNSON MEMORIAL HOSP & HOME,MN,,,,,
,SANFORD MEDICAL CENTER WHEATON,MN,,,,,
,SANFORD MED CTR THIEF RVR FALL,MN,,,,,
,RIVERVIEW HOSPITAL & NSG HOME,MN,,,,,
,FAIRVIEW LAKES MEDICAL CENTER,MN,,,,,
,FIRSTLIGHT HEALTH SYSTEM,MN,,,,,
,BAPTIST REHABILITATION-GERMANTOWN,TN,,,,,
,ESSENTIA HEALTH ST MARYS MED,MN,,,,,
,KITTSON MEMORIAL HOSPITAL,MN,,,,,
,LIFECARE MEDICAL CENTER,MN,,,,,
,CARRIS HEALTH LLC-RICE MEMORIAL HOSPITAL,MN,,,,,
,ST FRANCIS REGIONAL MED CENTER,MN,,,,,
,ST LUKES HOSPITAL,MN,,,,,
,UNIVERSITY MEDICAL CTR MESABI,MN,,,,,
,ST LUKE'S QUAKERTOWN HOSPITAL,PA,,,,,
,MERCY HOSPITAL,MN,,,,,
,MEEKER MEM HOSP,MN,,,,,
,RIVERWOOD HEALTHCARE CENTER,MN,,,,,
,FRANKLIN WOODS COMMUNITY HOSPITAL,TN,,,,,
,HUTCHINSON AREA HEALTH CARE,MN,,,,,
,RIDGEVIEW MEDICAL CENTER,MN,,,,,
,TENNOVA HEALTHCARE - HARTON,TN,,,,,
,CUYUNA REGIONAL MEDICAL CENTER,MN,,,,,
,ESSENTIA HEALTH ST JOSEPHS MED,MN,,,,,
,FAIRVIEW NORTHLAND REG HOSP,MN,,,,,
,ST CLOUD HOSPITAL,MN,,,,,
,STEVENS COMMUNITY MED CENTER,MN,,,,,
,ST FRANCIS HEALTHCARE CAMPUS,MN,,,,,
,CARRIS HEALTH REDWOOD AREA HOSPITAL,MN,,,,,
,RIVERVIEW PSYCHIATRIC CENTER,ME,,,,,
,GRAND STRAND REGIONAL MEDICAL CENTER,SC,,,,,
,RIDGEVIEW SIBLEY MEDICAL CENTER,MN,,,,,
,UHS BINGHAMTON GENERAL HOSPITAL,NY,,,,,
,UHS WILSON MEMORIAL HOSPITAL,NY,,,,,
,FRANKLIN MEMORIAL HOSPITAL,ME,,,,,
,DISTRICT ONE HOSPITAL,MN,,,,,
,FAIRVIEW RIDGES HOSPITAL,MN,,,,,
,MAYO CLINIC HEALTH SYS L C,MN,,,,,
,REGINA MEDICAL CENTER,MN,,,,,
,AUBURN COMMUNITY HOSPITAL,NY,,,,,
,ASANTE ASHLAND COMMUNITY HOSPITAL,OR,,,,,
,WESTFIELD MEMORIAL HOSPITAL,NY,,,,,
,NORTHERN LIGHT MAINE COAST HOSPITAL,ME,,,,,
,ST CHARLES MEDICAL CENTER BEND,OR,,,,,
,PROVIDENCE MEDFORD MEDICAL CENTER,OR,,,,,
,HARNEY DISTRICT HOSPITAL,OR,,,,,
,BROOKS MEMORIAL HOSPITAL,NY,,,,,
,NORTHFIELD CITY HOSPITAL & NSG,MN,,,,,
,CURRY GENERAL HOSPITAL,OR,,,,,
,BAY AREA HOSPITAL,OR,,,,,
,COQUILLE VALLEY HOSPITAL DISTRICT,OR,,,,,
,MERCY MEDICAL CENTER,OR,,,,,
,MINIDOKA MEMORIAL HOSPITAL,ID,,,,,
,KADLEC MEDICAL CENTER,WA,,,,,
,BOISE VA MEDICAL CENTER,ID,,,,,
,ST. MARY'S REGIONAL MEDICAL CENTER,OK,,,,,
,ST. LUKE'S JEROME,ID,,,,,
,SAINT ALPHONSUS MEDICAL CENTER - ONTARIO,OR,,,,,
,DOCTORS DIAGNOSTIC CENTER- WILLIAMSBURG,VA,,,,,
,CENTRA SOUTHSIDE COMMUNITY HOSPITAL,VA,,,,,
,UNIVERSITY OF VIRGINIA MEDICAL CENTER,VA,,,,,
,UVA HEALTHSOUTH REHABILITATION HOSPITAL,VA,,,,,
,SPOTSYLVANIA REGIONAL MEDICAL CENTER,VA,,,,,
,TWIN COUNTY REGIONAL HOSPITAL,VA,,,,,
,BON SECOURS MARYVIEW MEDICAL CENTER,VA,,,,,
,SENTARA HALIFAX REGIONAL HOSPITAL,VA,,,,,
,SENTARA NORTHERN VIRGINIA MEDICAL CENTER,VA,,,,,
,NAVAL HEALTH CLINIC (JOHN HENRY BALCH),VA,,,,,
,CHILDREN'S HOSPITAL OF THE KINGS DAUGHTERS,VA,,,,,
,SENTARA NORFOLK GENERAL HOSPITAL,VA,,,,,
,BON SECOURS RICHMOND COMMUNITY HOSPITAL,VA,,,,,
,CJW MEDICAL CENTER CHIPPENHAM CAMPUS,VA,,,,,
,CATAWBA HOSPITAL,VA,,,,,
,BON SECOURS MARY IMMACULATE HOSPITAL,VA,,,,,
,RIVERSIDE REGIONAL MEDICAL CENTER,VA,,,,,
,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,VA,,,,,
,OKEENE MUNICIPAL HOSPITAL,OK,,,,,
,MARY WASHINGTON HOSPITAL,VA,,,,,
,LOURDES COUNSELING CENTER,WA,,,,,
,JOHN RANDOLPH MEDICAL CENTER,VA,,,,,
,CARILION GILES MEMORIAL HOSPITAL,VA,,,,,
,RIVERSIDE WALTER REED HOSPITAL,VA,,,,,
,LEE REGIONAL MEDICAL CENTER,VA,,,,,
,CONTINUOUS CARE CENTER OF TULSA,OK,,,,,
,THE NEUROMEDICAL CENTER REHABILITATION HOSPITAL,BATON ROUGE,,,,,
,SENTARA OBICI HOSPITAL,VA,,,,,
,ST. JOHN BROKEN ARROW,OK,,,,,
,ST. JOHN OWASSO,OK,,,,,
,CARILION FRANKLIN MEMORIAL HOSPITAL,VA,,,,,
,VALLEY HEALTH WINCHESTER MEDICAL CENTER,VA,,,,,
,IDAHO STATE HOSPITAL SOUTH,ID,,,,,
,INOVA FAIRFAX HOSPITAL,VA,,,,,
,MCKENZIE-WILLAMETTE MEDICAL CENTER,OR,,,,,
,PEACE HARBOR HOSPITAL,OR,,,,,
,SACRED HEART UNIVERSITY DISTRICT,OR,,,,,
,SACRED HEART MEDICAL CENTER RIVERBEND,OR,,,,,
,UH GEAUGA MEDICAL CENTER,OH,,,,,
,HEALTHSOUTH REHABILITATION HOSPITAL OF NORTHERN VIRGINIA,VA,,,,,
,LEWISGALE HOSPITAL ALLEGHANY,VA,,,,,
,SMYTH COUNTY COMMUNITY HOSPITAL,VA,,,,,
,HAYMARKET MEDICAL CENTER,VA,,,,,
,RIVERSIDE DOCTORS' HOSPITAL WILLIAMSBURG,VA,,,,,
,CJW MEDICAL CENTER JOHNSTON WILLIS CAMPUS,VA,,,,,
,CARILION NEW RIVER VALLEY MEDICAL CENTER,VA,,,,,
,RUTLAND REGIONAL MEDICAL CENTER,VT,,,,,
,SPRINGFIELD HOSPITAL,VT,,,,,
,CARILION ROANOKE COMMUNITY HOSPITAL,VA,,,,,
,HARDIN MEMORIAL HOSPITAL,OH,,,,,
,THE UNIVERSITY OF VERMONT MEDICAL CENTER,VT,,,,,
,GIFFORD MEDICAL CENTER,VT,,,,,
,CASCADE MEDICAL CENTER,WA,,,,,
,JEFFERSON HEALTHCARE,WA,,,,,
,PEACEHEALTH SOUTHWEST MEDICAL CENTER,WA,,,,,
,HAMPTON REGIONAL MEDICAL CENTER,SC,,,,,
,SELF REGIONAL HEALTHCARE,SC,,,,,
,ST FRANCIS-EASTSIDE,SC,,,,,
,OHIO STATE UNIVERSITY HOSPITALS,OH,,,,,
,RIVERSIDE METHODIST HOSPITAL,OH,,,,,
,ST. JOSEPH HOSPITAL,TN,,,,,
,DIGNITY HEALTH AZ GENERAL HOSPITAL MESA,MESA,,,,,
,PRISMA HEALTH GREENVILLE MEMORIAL HOSPITAL,SC,,,,,
,ASTRA SUNNYSIDE COMMUNITY HOSPITAL,WA,,,,,
,PEACEHEALTH ST JOHN MEDICAL CENTER,WA,,,,,
,BEACON BEHAVIORAL HOSPITAL NORTHSHORE,LACOMBE,,,,,
,COMPASS BEHAVIORAL HEALTH - CROWLEY,LA,,,,,
,RIVERSIDE HOSPITAL OF LOUISIANA,LA,,,,,
,RUSTON REGIONAL SPECIALTY HOSPITAL,LA,,,,,
,SPARTANBURG REGIONAL MEDICAL CENTER,SC,,,,,
,H B MAGRUDER MEMORIAL HOSPITAL,OH,,,,,
,EXTENDED CARE OF SOUTHWEST LOUISIANA,LA,,,,,
,TURBEVILLE CORRECTIONAL INSTITUTION INFIRMARY,SC,,,,,
,LAFAYETTE SURGICAL SPECIALTY HOSPITAL,LA,,,,,
,PRISMA HEALTH TUOMEY HOSPITAL,SC,,,,,
,ALLENMORE HOSPITAL,WA,,,,,
,ST. CLARE HOSPITAL,WA,,,,,
,ANMED HEALTH MEDICAL CENTER,SC,,,,,
,VA MEDICAL CENTER - UNIVERSITY DRIVE CAMPUS,PITTSBURGH,,,,,
,FAIRVIEW HOSPITAL,OH,,,,,
,CHILDREN'S HOSPITAL COLORADO AT MEMORIAL HOSPITAL CENTRAL,CO,,,,,
,UNIONTOWN HOSPITAL,PA,,,,,
,UHHS RICHMOND HEIGHTS HOSPITAL,OH,,,,,
,CITADEL INFIRMARY,SC,,,,,
,ST VINCENT CHARITY MEDICAL CENTER,OH,,,,,
,UHHS BEDFORD MEDICAL CENTER,OH,,,,,
,MCLEOD MEDICAL CENTER-DILLON,SC,,,,,
,MCLEOD MEDICAL CENTER-DARLINGTON,SC,,,,,
,LEE CORRECTIONAL INSTITUTION INFIRMARY,SC,,,,,
,ALLENDALE COUNTY HOSPITAL,SC,,,,,
,TRIDENT MEDICAL CENTER,SC,,,,,
,PROVIDENCE HOSPITAL NORTHEAST,SC,,,,,
,CORRECT CARE OF SOUTH CAROLINA,SC,,,,,
,KIRKLAND CORRECTIONAL INSTITUTION INFIRMARY,SC,,,,,
,NEWBERRY COUNTY MEMORIAL HOSPITAL,SC,,,,,
,SPARTANBURG HOSPITAL FOR RESTORATIVE CARE,SC,,,,,
,RALPH H JOHNSON VETERANS AFFAIRS MEDICAL CENTER,SC,,,,,
,SPRINGBROOK BEHAVIORAL HEALTH SYSTEM,SC,,,,,
,LIGHTHOUSE CARE CENTER OF CONWAY ACUTE CARE,SC,,,,,
,MUSC HEALTH FLORENCE REHABILITATION CENTER,SC,,,,,
,PRISMA HEALTH BAPTIST PARKRIDGE,SC,,,,,
,PATRICK B HARRIS PSYCHIATRIC HOSPITAL,SC,,,,,
,G WERBER BRYAN PSYCHIATRIC HOSPITAL,SC,,,,,
,GILLIAM PSYCHIATRIC HOSPITAL,SC,,,,,
,WILLIAM J MCCORD ADOLESCENT TREATMENT FACILITY,SC,,,,,
,HAYWOOD PARK COMMUNITY HOSPITAL,TN,,,,,
,CENTRA HEALTH VIRGINIA BAPTIST HOSPITAL,VA,,,,,
,WILLIAM S HALL PSYCHIATRIC INSTITUTE,SC,,,,,
,SPARTANBURG REHABILITATION INSTITUTE,SC,,,,,
,WOMEN'S CENTER OF CAROLINAS HOSPITAL SYSTEM,SC,,,,,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CHARLESTON,SC,,,,,
,CARILION STONEWALL JACKSON HOSPITAL,VA,,,,,
,MERCY MEMORIAL HOSPITAL,OH,,,,,
,COOK CHILDREN'S NORTHEAST HOSPITAL,TX,,,,,
,TEXAS SCOTTISH RITE HOSPITAL FOR CHILDREN,TX,,,,,
,CHILDRENS MEDICAL CENTER PLANO,TX,,,,,
,SENTARA CAREPLEX HOSPITAL,VA,,,,,
,BATH COUNTY COMMUNITY HOSPITAL,VA,,,,,
,FERRY COUNTY MEMORIAL HOSPITAL,WA,,,,,
,LAKE CHELAN COMMUNITY HOSPITAL,WA,,,,,
,JENNINGS SENIOR CARE HOSPITAL,LA,,,,,
,ST ELIZABETH BOARDMAN HEALTH CENTER,OH,,,,,
,BETHESDA REHABILITATION HOSPITAL,BATON ROUGE,,,,,
,VA MEDICAL CENTER AND AMBULATORY CARE CLINIC,MT,,,,,
,PHYSICIAN'S CHOICE HOSPITAL - FREMONT,FREMONT,,,,,
,CAPITAL MEDICAL CENTER,WA,,,,,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LITTLETON,CO,,,,,
,MEMORIAL HOSPITAL,CRAIG,,,,,
,CASTLE ROCK ADVENTIST HOSPITAL,CO,,,,,
,FOOTHILLS HOSPITAL,CO,,,,,
,HAVEN BEHAVIORAL HOSPITAL OF SOUTHERN COLO,PUEBLO,,,,,
,KERNERSVILLE MEDICAL CENTER-ER,NC,,,,,
,OLD VINEYARD YOUTH SERVICES,NC,,,,,
,WOMACK ARMY MEDICAL CENTER,NC,,,,,
,SUMMA WESTERN RESERVE HOSPITAL,OH,,,,,
,VA MEDICAL CENTER - DURHAM,NC,,,,,
,VA MEDICAL CENTER - FAYETTEVILLE,NC,,,,,
,TRINITY HOSPITAL TWIN CITY,OH,,,,,
,CLEARWATER VALLEY HOSPITAL AND CLINICS,ID,,,,,
,IDAHO STATE HOSPITAL NORTH,ID,,,,,
,GRITMAN MEDICAL CENTER,ID,,,,,
,KAISER SUNNYSIDE MEDICAL CENTER,OR,,,,,
,PROVIDENCE MILWAUKIE HOSPITAL,OR,,,,,
,COLUMBIA MEMORIAL HOSPITAL,OR,,,,,
,PROVIDENCE SEASIDE HOSPITAL,OR,,,,,
,SHOSHONE MEDICAL CENTER,ID,,,,,
,BUFFALO GENERAL MEDICAL CENTER,NY,,,,,
,BENEWAH COMMUNITY HOSPITAL,ID,,,,,
,CEDAR HILLS HOSPITAL,OR,,,,,
,LITTLE FALLS HOSPITAL,NY,,,,,
,MID-COLUMBIA MEDICAL CENTER,OR,,,,,
,WALLOWA MEMORIAL HOSPITAL,OR,,,,,
,ADVENTIST MEDICAL CENTER,OR,,,,,
,LEGACY EMANUEL MEDICAL CENTER,OR,,,,,
,LEGACY MOUNT HOOD MEDICAL CENTER,OR,,,,,
,LEGACY TRANSPLANT SERVICES,PORTLAND,,,,,
,OHSU HOSPITAL AND CLINICS,OR,,,,,
,ADVENTIST HEALTH TILLAMOOK,OR,,,,,
,GOOD SHEPHERD MEDICAL CENTER,OR,,,,,
,SYRINGA HOSPITAL & CLINICS,ID,,,,,
,BONNER GENERAL HOSPITAL,ID,,,,,
,PROVIDENCE NEWBERG MEDICAL CENTER,OR,,,,,
,PIONEER MEMORIAL HOSPITAL,OR,,,,,
,SANTIAM HOSPITAL,OR,,,,,
,ST. LUKE'S MCCALL,ID,,,,,
,CASCADE MEDICAL CENTER,ID,,,,,
,STEELE MEMORIAL MEDICAL CENTER,ID,,,,,
,SAMARITAN NORTH LINCOLN HOSPITAL,OR,,,,,
,SAMARITAN PACIFIC COMMUNITIES HOSPITAL,OR,,,,,
,MERCY HOSPITAL,NY,,,,,
,MARGARETVILLE MEMORIAL HOSPITAL,NY,,,,,
,KENMORE MERCY HOSPITAL,NY,,,,,
,ROSWELL PARK CANCER INSTITUTE,NY,,,,,
,THE UNIVERSITY OF VERMONT HEALTH NETWORK ELIZABETHTOWN MOSES LUDINGTON HOSPITAL,NY,,,,,
,ADIRONDACK MEDICAL CENTER,NY,,,,,
,RIVER HOSPITAL,NY,,,,,
,COMMUNITY MEMORIAL HOSPITAL,NY,,,,,
,HIGHLAND HOSPITAL,NY,,,,,
,CARTHAGE AREA HOSPITAL,NY,,,,,
,SOUTH NASSAU COMMUNITIES HOSPITAL OFF CAMPUS EMERGENCY DEPT,NY,,,,,
,LONG ISLAND JEWISH VALLEY STREAM,NY,,,,,
,ST. JOSEPH HOSPITAL,NY,,,,,
,MERCY MEDICAL CENTER,NY,,,,,
,SAINT FRANCIS HOSPITAL,NY,,,,,
,ROME MEMORIAL HOSPITAL,NY,,,,,
,ST. ELIZABETH MEDICAL CENTER,NY,,,,,
,UPSTATE UNIVERSITY HOSPITAL - COMMUNITY CAMPUS,NY,,,,,
,GENEVA GENERAL HOSPITAL,NY,,,,,
,FF THOMPSON HOSPITAL,NY,,,,,
,ST ANTHONY COMMUNITY HOSPITAL,NY,,,,,
,BON SECOURS COMMUNITY HOSPITAL,NY,,,,,
,TENNOVA HEALTHCARE - LAFOLLETTE MEDICAL CENTER,TN,,,,,
,AVERA WESKOTA MEMORIAL MEDICAL CENTER,SD,,,,,
,SAINT MICHAELS HOSPITAL,SD,,,,,
,LOVELACE MEDICAL CENTER,NM,,,,,
,SWEDISH MEDICAL CENTER - ISSAQUAH CAMPUS,WA,,,,,
,PHS INDIAN HOSPITAL AT RAPID CITY SIOUX SAN,SD,,,,,
,MARSHALL MEDICAL CENTER,TN,,,,,
,CHILD STUDY AND TREATMENT CENTER,WA,,,,,
,PUTNAM HOSPITAL CENTER,NY,,,,,
,SAMARITAN HOSPITAL ST MARY'S,NY,,,,,
,KEYSTONE TREATMENT CENTER,SD,,,,,
,HARLAN ARH HOSPITAL,KY,,,,,
,SUMMIT PARK HOSPITAL & NURSING CARE CENTER,NY,,,,,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LAKEVIEW,KY,,,,,
,CLAXTON-HEPBURN MEDICAL CENTER,NY,,,,,
,GOUVERNEUR HOSPITAL,NY,,,,,
,SELECT SPECIALTY HOSPITAL,SD,,,,,
,CLIFTON-FINE HOSPITAL,NY,,,,,
,SUNNYVIEW REHABILITATION HOSPITAL,NY,,,,,
,COBLESKILL REGIONAL HOSPITAL,NY,,,,,
,SCHUYLER HOSPITAL,NY,,,,,
,MEDSTAR HARBOR HOSPITAL,MD,,,,,
,LEVINDALE HEBREW GERIATRIC CENTER & HOSPITAL,MD,,,,,
,MOUNT WASHINGTON PEDIATRIC HOSPITAL,MD,,,,,
,WENTWORTH-DOUGLASS HOSPITAL,NH,,,,,
,MONADNOCK COMMUNITY HOSPITAL,NH,,,,,
,NEW LONDON HOSPITAL,NH,,,,,
,SAINT JOSEPH EAST,KY,,,,,
,HEALTHALLIANCE HOSPITAL - MARY'S AVENUE CAMPSU,NY,,,,,
,WHITE PLAINS HOSPITAL CENTER,NY,,,,,
,NEW YORK-PRESBYTERIAN/LAWRENCE HOSPITAL,NY,,,,,
,JACKSON PURCHASE MEDICAL CENTER,KY,,,,,
,SOLDIERS AND SAILORS MEMORIAL HOSPITAL,NY,,,,,
,BRONX-LEBANON HOSPITAL CENTER - FULTON DIVISION,NY,,,,,
,WESTERN MARYLAND CENTER,MD,,,,,
,WYOMING COUNTY COMMUNITY HOSPITAL,NY,,,,,
,WYCKOFF HEIGHTS MEDICAL CENTER,NY,,,,,
,LENOX HILL HOSPITAL,NY,,,,,
,RICHMOND UNIVERSITY MEDICAL CENTER - BAYLEY SETON CAMPUS,NY,,,,,
,FLUSHING HOSPITAL MEDICAL CENTER,NY,,,,,
,ST. JOHN'S EPISCOPAL HOSPITAL-SOUTH SHORE,NY,,,,,
,VETERANS AFFAIRS ILLIANA HEALTH CARE SYSTEM,IL,,,,,
,TRISTAR GREENVIEW REGIONAL HOSPITAL,KY,,,,,
,RIVENDELL BEHAVIORAL HEALTH SERVICES,KY,,,,,
,BRONX-LEBANON HOSPITAL CENTER - CONCOURSE DIVISION,NY,,,,,
,ELLIS HOSPITAL,NY,,,,,
,MERCY HOSPITAL - MERCY HOSPITAL ORCHARD PARK DIVISION,NY,,,,,
,WHITESBURG ARH HOSPITAL,KY,,,,,
,NEW YORK PRESBYTERIAN HOSPITAL - ALLEN HOSPITAL,NY,,,,,
,NEW YORK-PRESBYTERIAN HUDSON VALLEY HOSPITAL,NY,,,,,
,NICHOLAS H NOYES MEMORIAL HOSPITAL,NY,,,,,
,NORTHERN DUTCHESS HOSPITAL,NY,,,,,
,OSWEGO HOSPITAL - ALVIN L KRAKAU COMM MTL HEALTH CENTER DIV,NY,,,,,
,ROCKEFELLER UNIVERSITY HOSPITAL,NY,,,,,
,THOMAS H BOYD MEMORIAL HOSPITAL,IL,,,,,
,MARION HOSPITAL CORPORATION HEARTLAND REGIONAL MEDICAL CENTER,IL,,,,,
,MOUNT SINAI WEST,NY,,,,,
,KESSLER INSTITUTE FOR REHABILITATION,NJ,,,,,
,NEW YORK-PRESBYTERIAN/LOWER MANHATTAN HOSPITAL,NY,,,,,
,WINIFRED MASTERSON BURKE REHABILITATION HOSPITAL,NY,,,,,
,ST JAMES MERCY HOSPITAL - MERCYCARE,NY,,,,,
,CORNING HOSPITAL,NY,,,,,
,VA MEDICAL CENTER - MONTROSE CAMPUS,NY,,,,,
,BRUNSWICK HOSPITAL CENTER,AMITYVILLE,,,,,
,JERSEY COMMUNITY HOSPITAL,IL,,,,,
,GARRETT COUNTY MEMORIAL HOSPITAL,MD,,,,,
,WINNIE COMMUNITY HOSPITAL,TX,,,,,
,BALLINGER MEMORIAL HOSPITAL,TX,,,,,
,CHI ST. JOSEPH HEALTH BURLESON HOSPITAL,TX,,,,,
,CHILLICOTHE HOSPITAL,TX,,,,,
,RICE MEDICAL CENTER,TX,,,,,
,CONCHO COUNTY HOSPITAL,TX,,,,,
,PARMER MEDICAL CENTER,TX,,,,,
,SABINE COUNTY HOSPITAL,TX,,,,,
,CHRISTUS MOTHER FRANCES HOSPITAL JACKSONVILLE,TX,,,,,
,ADVENTHEALTH ROLLINS BROOK COMMUNITY HOSPITAL,TX,,,,,
,MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,MD,,,,,
,GREATER BALTIMORE MEDICAL CENTER,MD,,,,,
,MUENSTER MEMORIAL HOSPITAL,TX,,,,,
,GREATER PEORIA SPECIALTY HOSPITAL LLC - DBA KINDRED HOSPITAL PEORIA,IL,,,,,
,PROCTOR COMMUNITY HOSPITAL,IL,,,,,
,LILLIAN M. HUDSPETH MEMORIAL HOSPITAL,TX,,,,,
,RML HEALTH PROVIDERS LIMITED PARTNERSHIP - DBA RML CHICAGO,IL,,,,,
,SHRINERS HOSPITAL FOR CHILDREN - CHICAGO,IL,,,,,
,KINDRED HOSPITAL - CHICAGO,IL,,,,,
,LARABIDA CHILDREN'S HOSPITAL,IL,,,,,
,FRANCISCAN ALLIANCE INC FRANCISCAN HEALTH-OLYMPIA FALLS,IL,,,,,
,INGALLS MEMORIAL HOSPITAL,IL,,,,,
,PIPELINE WESTLAKE HOSPITAL LLC DBA WESTLAKE COMMUNITY HOSPITAL,IL,,,,,
,KISHWAUKEE COMMUNITY HOSPITAL,IL,,,,,
,GEORGETOWN COMMUNITY HOSPITAL,KY,,,,,
,ST. ELIZABETH EDGEWOOD,KY,,,,,
,PETERSON REHABILITATION HOSPITAL,WV,,,,,
,CAMC TEAYS VALLEY HOSPITAL,WV,,,,,
,KINGS DAUGHTERS MEDICAL CENTER,KY,,,,,
,MILDRED MITCHELL-BATEMAN HOSPITAL,WV,,,,,
,ENCOMPASS HEALTH REHAB HOSPITAL OF PARKERSBURG,WV,,,,,
,BOURBON COMMUNITY HOSPITAL,KY,,,,,
,GATEWAY REHABILITATION HOSPITAL AT FLORENCE,KY,,,,,
,MEMORIAL HOSPITAL,IL,,,,,
,FHN MEMORIAL HOSPITAL,IL,,,,,
,VA MAINE HEALTHCARE SYSTEM TOGUS,ME,,,,,
,PEKIN MEMORIAL HOSPITAL,IL,,,,,
,MURRAY CALLOWAY COUNTY HOSPITAL,KY,,,,,
,FLAGET MEMORIAL HOSPITAL,KY,,,,,
,MORGAN COUNTY ARH HOSPITAL,KY,,,,,
,CURAHEALTH OKLAHOMA CITY,OK,,,,,
,INSPIRE SPECIALTY HOSPITAL,OK,,,,,
,WEATHERFORD REGIONAL HOSPITAL,OK,,,,,
,INTEGRIS MIAMI HOSPITAL,OK,,,,,
,CLEVELAND AREA HOSPITAL,OK,,,,,
,FAIRFAX COMMUNITY HOSPITAL,OK,,,,,
,CIMARRON MEMORIAL HOSPITAL,OK,,,,,
,AVERA DE SMET MEMORIAL HOSPITAL,SD,,,,,
,STURGIS REGIONAL HOSPITAL,SD,,,,,
,HAMMOND HENRY HOSPITAL,IL,,,,,
,CRAWFORD MEMORIAL HOSPITAL,IL,,,,,
,RED BUD ILLINOIS CO LLC DBA RED BUD REGIONAL HOSPITAL,IL,,,,,
,TAYLORVILLE MEMORIAL HOSPITAL,IL,,,,,
,SALEM TOWNSHIP HOSPITAL,IL,,,,,
,PROVIDENCE ALASKA MEDICAL CENTER,AK,,,,,
,J. D. MCCARTY CENTER FOR CHILDREN WITH DEVELOPMENTAL DISABILITIES,OK,,,,,
,ALASKA REGIONAL HOSPITAL,AK,,,,,
,SOUTH PENINSULA HOSPITAL,AK,,,,,
,SITKA COMMUNITY HOSPITAL,AK,,,,,
,PETERSBURG MEDICAL CENTER,AK,,,,,
,ST. PETER'S HOSPITAL,NY,,,,,
,CUBA MEMORIAL HOSPITAL,NY,,,,,
,COPPER BASIN MEDICAL CENTER,TN,,,,,
,MEMPHIS VETERANS AFFAIRS MEDICAL CENTER,TN,,,,,
,BIG SOUTH FORK MEDICAL CENTER,TN,,,,,
,SYCAMORE SHOALS HOSPITAL,TN,,,,,
,SAINT THOMAS RIVER PARK HOSPITAL,TN,,,,,
,CUMBERLAND RIVER HOSPITAL,TN,,,,,
,BENEFIS HEALTH CARE (WEST CAMPUS),MT,,,,,
,RIVERVIEW REGIONAL MEDICAL CENTER,TN,,,,,
,COLER-GOLDWATER SPECIALTY HOSPITAL & NURSING FACILITY - COLER HOSPITAL SITE,NY,,,,,
,PARKRIDGE EAST HOSPITAL,TN,,,,,
,PARKRIDGE VALLEY HOSPITAL,TN,,,,,
,UNITED REGIONAL MEDICAL CENTER,TN,,,,,
,METHODIST HEALTHCARE - FAYETTE HOSPITAL,TN,,,,,
,BAPTIST MEMORIAL HOSPITAL TIPTON,TN,,,,,
,MEMORIAL HEALTH CARE SYSTEM,TN,,,,,
,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCEBURG,LAWRENCEBURG,,,,,
