Health System,Hospital,URL
,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,
,PECOS COUNTY MEMORIAL HOSPITAL,
,TEXAS GENERAL HOSPITAL - VAN ZANDT REGIONAL MEDICAL CENTER,
,HAMILTON GENERAL HOSPITAL,
,UT HEALTH EAST TEXAS HENDERSON,
,MEMORIAL HOSPITAL,
,ST. ANTHONY'S HOSPITAL,
,THE HEIGHTS HOSPITAL,
,MEMORIAL HERMANN SOUTHEAST HOSPITAL,
,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,
,HCA HOUSTON HEALTHCARE KINGWOOD,
,CHI ST LUKES HEALTH MEMORIAL LUFKIN,
,KINDRED HOSPITAL - CHICAGO,
,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLANO,
,RANKIN COUNTY HOSPITAL DISTRICT,
,COGDELL MEMORIAL HOSPITAL,
,STAMFORD MEMORIAL HOSPITAL,
,WADLEY REGIONAL MEDICAL CENTER,
,ARISE AUSTIN MEDICAL CENTER,
,CRESCENT MEDICAL CENTER LANCASTER,
,PRISTINE HOSPITAL OF PASADENA,
,BAYLOR SCOTT & WHITE MEDICAL CENTER - COLLEGE STATION,
,TEXAS GENERAL HOSPITAL,
,MCCAMEY HOSPITAL,
,SAINT CAMILLUS MEDICAL CENTER,
,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI SOUTH,
,STONEWALL MEMORIAL HOSPITAL,
,GRACE HOSPITAL,
,ADVANCED SPECIALTY HOSPITAL OF TOLEDO,
,SELECT SPECIALTY HOSPITAL COLUMBUS SOUTH,
,VIBRA HOSPITAL OF MAHONING VALLEY,
,WOODLANDS SPECIALTY HOSPITAL PLLC,
,TEXAS HEALTH HOSPITAL CLEARFORK,
,SHANNON MEDICAL CENTER ST JOHNS CAMPUS,
,SHELTERING ARMS REHABILITATION HOSPITAL,
,ST. LUKE'S MERIDIAN MEDICAL CENTER,
,ST. LUKE'S REGIONAL MEDICAL CENTER,
,ST VINCENT FISHERS HOSPITAL INC,
,NAVAL HOSPITAL PENSACOLA,
,88TH MEDICAL GROUP - WRIGHT-PATTERSON AIR FORCE BASE MEDICAL CENTER,
,KINDRED HOSPITAL - TARRANT COUNTY,
,VA MEDICAL CENTER - NEWINGTON CAMPUS,
,VA MEDICAL CENTER - ALVIN C. YORK CAMPUS,
,FANNIN REGIONAL HOSPITAL,
,CORNERSTONE HOSPITAL CONROE,
,TUALITY FOREST GROVE HOSPITAL-ER,
,SAINT LUKE'S EAST HOSPITAL LEE'S SUMMIT,
,ALASKA VA HEALTHCARE SYSTEM,
,BAYLOR SPECIALTY HOSPITAL,
,LIFECARE HOSPITALS OF DALLAS,
,SAGECREST HOSPITAL GRAPEVINE,
,ROLLING PLAINS MEMORIAL HOSPITAL,
,ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,
,MESQUITE SPECIALTY HOSPITAL,
,PLANO SPECIALTY HOSPITAL,
,LIFECARE HOSPITALS OF PLANO,
,PROMISE HOSPITAL OF WICHITA FALLS,
,METHODIST SOUTHLAKE HOSPITAL,
,VIBRA SPECIALTY HOSPITAL,
,KINDRED HOSPITAL CLEAR LAKE,
,SOLARA HOSPITAL MCALLEN - EDINBURG,
,SETON MEDICAL CENTER HARKER HEIGHTS,
,DELTA MEMORIAL HOSPITAL,
,CEDAR CREST HOSPITAL,
,BIG SPRING STATE HOSPITAL,
,MAYHILL HOSPITAL,
,GLEN OAKS HOSPITAL,
,WEST OAKS HOSPITAL,
,INTRACARE NORTH HOSPITAL,
,SUN BEHAVIORAL HOUSTON,
,RECOVERY INNOVATIONS - RECOVERY RESPONSE CENTER,
,TEXAS HEALTH SEAY BEHAVIORAL HEALTH CENTER PLANO,
,WILSON N JONES REGIONAL MEDICAL CENTER - BEHAVIORAL HEALTH SERVICES,
,NORTH TEXAS STATE HOSPITAL,
,RED RIVER HOSPITAL,
,MEDICAL CITY GREEN OAKS HOSPITAL,
,OCEANS BEHAVIORAL HEALTHCARE OF LONGVIEW,
,SUNDANCE HOSPITAL,
,THE MENNINGER CLINIC,
,ADVENTHEALTH DEHAVIORAL HEALTH CENTER,
,NIX BEHAVIORAL HEALTH CENTER,
,NIX SPECIALTY HEALTH CENTER,
,OCEANS BEHAVIORAL HOSPITAL OF KATY,
,ROCK SPRINGS,
,KULA HOSPITAL,
,HAWAII MEDICAL CENTER WEST,
,SAMUEL MAHELONA MEMORIAL HOSPITAL,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ABILENE,
,PAM REHABILITATION HOSPITAL OF ALLEN,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ARLINGTON,
,PAM REHABILITATION HOSPITAL OF BEAUMONT,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF THE MID-CITIES,
,VIBRA REHABILITATION HOSPITAL OF AMARILLO,
,SOUTH TEXAS REHABILITATION HOSPITAL,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL THE WOODLANDS,
,TRUSTPOINT REHABILITATION HOSPITAL OF LUBBOCK,
,SELECT REHABILITATION HOSPITAL OF SAN ANTONIO,
,CORPUS CHRISTI REHABILITATION HOSPITAL,
,TEXAS REHABILITATION HOSPITAL OF FORT WORTH,
,REHAB CENTER AT RENAISSANCE,
,CECIL R BOMAR REHABILITATION CENTER,
,WEATHERFORD REHABILITATION HOSPITAL LLC,
,TEXAS REHABILITATION HOSPITAL OF ARLINGTON,
,WISE REGIONAL HEALTH INPATIENT REHABILITATION,
,BAYLOR SCOTT AND WHITE THE HEART HOSPITAL DENTON,
,UGH PAIN AND SPINE,
,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,
,BAYLOR SCOTT AND WHITE PAVILION,
,BEACON CHILDREN'S HOSPITAL,
,THOMAS HOSPITAL,
,LAKE MARTIN COMMUNITY HOSPITAL,
,FLOYD CHEROKEE MEDICAL CENTER,
,EASTPOINTE HOSPITAL,
,SOUTH BALDWIN REGIONAL MEDICAL CENTER,
,STRAUB CLINIC AND HOSPITAL,
,HAWAII STATE HOSPITAL,
,CHARLES GEORGE VA MEDICAL CENTER,
,W. G. (BILL) HEFNER VA MEDICAL CENTER,
,MERCY REHABILITATION SERVICES,
,LIFEWAYS HOSPITAL,
,PRESENCE SAINT JOSEPH HOSPITAL,
,SONOMA VALLEY HOSPITAL,
,LOMPOC VALLEY MEDICAL CENTER,
,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,
,DOCTORS HOSPITAL OF MANTECA,
,WEST COVINA MEDICAL CENTER,
,GLENDORA COMMUNITY HOSPITAL,
,BOYS TOWN NATIONAL RESEARCH HOSPITAL,
,MIDDLE PARK MEDICAL CENTER-GRANBY,
,COLLEGE MEDICAL CENTER HAWTHORNE CAMPUS,
,CEDAR-SINAI MARINA DEL REY HOSPITAL,
,PACIFICA HOSPITAL OF THE VALLEY,
,HEMET VALLEY MEDICAL CENTER,
,SAN GORGONIO MEMORIAL HOSPITAL,
,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS,
,COALINGA REGIONAL MEDICAL CENTER,
,CONTRA COSTA REGIONAL MEDICAL CENTER,
,SACRAMENTO COUNTY MENTAL HEALTH TREATMENT CENTER,
,MIDTOWN OAKS POST-ACUTE,
,FAIRVIEW DEVELOPMENTAL CENTER,
,CHI MEMORIAL HOSPITAL-GEORGIA,
,SELECT SPECIALTY HOSPITAL - MIDTOWN ATLANTA,
,PRIDE MEDICAL,
,SOUTHWESTERN STATE HOSPITAL,
,PIEDMONT NEWTON HOSPITAL,
,WILLINGWAY HOSPITAL,
,BURKE MEDICAL CENTER,
,SOUTHEAST GEORGIA HEALTH SYSTEM - CAMDEN CAMPUS,
,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,
,SMITH NORTHVIEW HOSPITAL,
,NORTHRIDGE MEDICAL CENTER,
,TY COBB HEALTHCARE SYSTEM - HART COUNTY HOSPITAL,
,ZAMBARANO MEMORIAL HOSPITAL,
,HARDIN COUNTY GENERAL HOSPITAL,
,LAFAYETTE PHYSICAL REHABILITATION HOSPITAL,
,RIVER PARISHES HOSPITAL,
,CALDWELL MEMORIAL HOSPITAL,
,SSM HEALTH ST. CLARE HOSPITAL,
,TRI PARISH REHABILITATION HOSPITAL,
,RICHLAND PARISH HOSPITAL - DELHI,
,AVALA,
,ST CATHERINE MEMORIAL HOSPITAL,
,REGENCY HOSPITAL OF COVINGTON,
,OCEANS BEHAVIORAL HOSPITAL OF KENTWOOD,
,ACADIAN MEDICAL CENTER (A CAMPUS OF MERCY REGIONAL MEDICAL CENTER),
,PHYSICIANS BEHAVIORAL HOSPITAL,
,KINDRED HOSPITAL RANCHO,
,PARADISE VALLEY HSP D/P APH BAYVIEW BEH HLTH,
,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER,
,NAVAL HOSPITAL GUAM,
,ASCENSION BORGESS HOSPITAL,
,ASCENSION BORGESS-LEE MEMORIAL HOSPITAL,
,ASCENSION BORGESS PIPP HOSPITAL,
,ASCENSION BRIGHTON CENTER FOR RECOVERY,
,ASCENSION GENESYS HOSPITAL,
,IRELAND ARMY COMMUNITY HOSPITAL,
,BLANCHFIELD ARMY COMMUNITY HOSPITAL,
,WALTER REED NATIONAL MILITARY MEDICAL CENTER,
,ASCENSION MACOMB-OAKLAND HOSPITAL MADISON HIGHTS,
,ASCENSION MACOMB OAKLAND HOSP-WARREN CAMPUS,
,ASCENSION PROVIDENCE HOSPITAL,
,ASCENSION PROVIDENCE ROCHESTER HOSPITAL,
,ASCENSION RIVER DISTRICT HOSPITAL,
,ASCENSION ST JOHN HOSPITAL,
,ASCENSION ST JOSEPH HOSPITAL,
,ASCENSION ST MARY'S HOSPITAL,
,MCLAREN CARO REGION,
,MCLAREN THUMB REGION,
,MERCY HEALTH LAKESHORE CAMPUS,
,MIDMICHIGAN MEDICAL CENTER ALPENA,
,MIDMICHIGAN MEDICAL CENTER WEST BRANCH,
,SPECTRUM HEALTH KELSEY HOSPITAL,
,SPECTRUM HEALTH BUTTERWORTH CAMPUS,
,SPECTRUM HEALTH FULLER CAMPUS,
,UP HEALTH SYSTEM - MARQUETTE,
,SELECT SPECIALITY HOSPITAL GROSSE POINT,
,REGIONAL HEALTH LEAD-DEADWOOD HOSPITAL,
,REGIONAL HEALTH CUSTER HOSPITAL,
,MILBANK AREA HOSPITAL / AVERA HEALTH,
,BATON ROUGE GENERAL MEDICAL CENTER (BLUEBONNET),
,BAYNE-JONES ARMY COMMUNITY HOSPITAL,
,REGIONAL HEALTH SPEARFISH HOSPITAL,
,FREEMAN REGIONAL HEALTH SERVICES,
,SANFORD CLEAR LAKE MEDICAL CENTER,
,TAYLOR HOSPITAL,
,PRAIRIE LAKES HOSPITAL,
,AVERA GETTYSBURG HOSPITAL,
,LANDMANN-JUNGMAN MEMORIAL HOSPITAL,
,SIOUX FALLS SPECIALTY HOSPITAL,
,CEDAR CITY HOSPITAL,
,MOHAWK VALLEY HEART INSTITUTE,
,SWEDISH MEDICAL CENTER - ISSAQUAH CAMPUS,
,CASCADE BEHAVIORAL HOSPITAL,
,K HOVNANIAN CHILDRENS HOSPITAL,
,CHILDRENS HOSPITAL OF NEW JERSEY - NEWARK,
,AMERICAN FORK HOSPITAL,
,BEAR RIVER VALLEY HOSPITAL,
,BEAVER VALLEY HOSPITAL,
,BLUE MOUNTAIN HOSPITAL,
,BRIGHAM CITY COMMUNITY HOSPITAL,
,CACHE VALLEY SPECIALTY HOSPITAL,
,CASTLEVIEW HOSPITAL,
,CENTER FOR CHANGE,
,DAVIS HOSPITAL AND MEDICAL CENTER,
,DIXIE REGIONAL MEDICAL CENTER - RIVER ROAD CAMPUS,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL,
,GARFIELD MEMORIAL HOSPITAL,
,INTERMOUNTAIN MEDICAL CENTER,
,JORDAN VALLEY MEDICAL CENTER,
,JORDAN VALLEY MEDICAL CENTER WEST VALLEY CAMPUS,
,KANE COUNTY HOSPITAL,
,LANDMARK HOSPITAL OF SALT LAKE CITY LLC,
,LDS HOSPITAL,
,LOGAN REGIONAL HOSPITAL,
,LONE PEAK HOSPITAL,
,MCKAY-DEE HOSPITAL CENTER,
,MOAB REGIONAL HOSPITAL,
,MOUNTAIN POINT MEDICAL CENTER,
,MOUNTAIN VIEW HOSPITAL,
,MOUNTAIN WEST MEDICAL CENTER,
,OGDEN REGIONAL MEDICAL CENTER,
,OREM COMMUNITY HOSPITAL,
,PARK CITY MEDICAL CENTER,
,PRIMARY CHILDREN'S MEDICAL CENTER,
,RIVERTON HOSPITAL,
,SALT LAKE BEHAVIORAL HEALTH,
,SALT LAKE REGIONAL MEDICAL CENTER,
,SEVIER VALLEY MEDICAL CENTER,
,SHRINERS HOSPITAL FOR CHILDREN,
,SPECIALTY HOSPITAL OF UTAH,
,ST. MARKS HOSPITAL,
,THE ORTHOPEDIC SPECIALTY HOSPITAL,
,TIMPANOGOS REGIONAL HOSPITAL,
,UINTAH BASIN MEDICAL CENTER,
,UNIVERSITY OF UTAH HOSPITAL,
,UTAH STATE HOSPITAL,
,UTAH VALLEY REGIONAL MEDICAL CENTER,
,UTAH VALLEY SPECIALTY HOSPITAL,
,VIEWPOINT ASSESSMENT CENTER,
,LAKE TAYLOR TRANSITIONAL CARE HOSPITAL,
,SENTARA BAYSIDE HOSPITAL,
,MARTHA JEFFERSON HOSPITAL,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PETERSBURG,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF VIRGINIA,
,ST. MARYS HOSPITAL AMBULATORY SURGERY CENTER,
,UROSURGICAL CENTER OF RICHMOND NORTH,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL,
,COTTAGE HOSPITAL,
,NORTHEAST REHAB HOSPITAL,
,PORTSMOUTH REGIONAL HOSPITAL,
,PEACEHEALTH KETCHIKAN MEDICAL CENTER,
,KANAKANAK HOSPITAL,
,PROVIDENCE KODIAK ISLAND MEDICAL CENTER,
,SOUTHAMPTON MEMORIAL HOSPITAL,
,PARKER IHS INDIAN HOSPITAL,
,RED LAKE HOSPITAL,
,IZARD COUNTY MEDICAL CENTER LLC,
,PHS INDIAN HOSPITAL-FORT BELKNAP AT HARLEM-CAH,
,BASSETT ARMY COMMUNITY HOSPITAL,
,NAVAL HOSPITAL JACKSONVILLE,
,KELLER ARMY COMMUNITY HOSPITAL,
,NAVAL HOSPITAL CAMP PENDLETON,
,NAVAL HOSPITAL BEAUFORT,
,ADVENTHEALTH OCALA,
,NOLAND HOSPITAL DOTHAN,
,BAYLOR INSTITUTE FOR REHABILITATION,
,EVANS ARMY COMMUNITY HOSPITAL,
,FORT BELVOIR COMMUNITY HOSPITAL,
,WINN ARMY COMMUNITY HOSPITAL,
,IRWIN ARMY COMMUNITY HOSPITAL,
,PAM SPECIALTY HOSPITAL OF TEXARKANA NORTH,
,PSYCHIATRIC INSTITUTE OF WASHINGTON,
,BAYFRONT HEALTH PORT CHARLOTTE,
,MALCOM RANDALL VA MEDICAL CENTER,
,FOX ARMY HEALTH CENTER: LAMBERT RHONDA W,
,MIAMI VA HEALTHCARE SYSTEM,
,HOSPITAL INDIAN SCHOOL RD,
,VA MEDICAL CENTER - NASHVILLE CAMPUS,
,JOHN L MCCLELLAN MEMORIAL VETERANS HOSPITAL,
,MERCY HOSPITAL FORT SCOTT,
,VA MEDICAL CENTER - BIRMINGHAM,
,ALASKA NATIVE MEDICAL CENTER - ANMC,
,ROBERT E. BUSH NAVAL HOSPITAL,
,PHOENIX INDIAN MEDICAL CENTER,
,REGIONAL MEDICAL OF SAN JOSE,
,WILCOX MEMORIAL HOSPITAL,
,SEASIDE HEALTH SYSTEM,
,ADVENTIST HEALTH AND RIDEOUT MEMORIAL HOSPITAL,
,NAVAL HOSPITAL BREMERTON,
,SILVER HILL HOSPITAL,
,TEMECULA VALLEY HOSPITAL,
,GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL,
,GALLUP INDIAN MEDICAL CENTER,
,SAMUEL SIMMONDS MEMORIAL HOSPITAL,
,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,
,SANTA FE PHS INDIAN HOSPITAL,
,MESCALERO PHS INDIAN HOSPITAL,
,PHS INDIAN HOSPITAL CROW NORTHERN CHEYENNE,
,ST. CLAIRE REGIONAL MEDICAL CENTER,
,PHILLIPS EYE INSTITUTE,
,CHEROKEE INDIAN HOSPITAL AUTHORITY,
,NORTHERN NAVAJO MEDICAL CENTER,
,CREEK NATION COMMUNITY HOSPITAL,
,PHS INDIAN HOSPITAL ROSEBUD,
,BRAXTON COUNTY MEMORIAL HOSPITAL,
,CABELL-HUNTINGTON HOSPITAL,
,BRYNN MARR HOSPITAL,
,ENCOMPASS HEALTH REHAB HOSPITAL OF MORGANTOWN,
,ENCOMPASS HEALTH REHAB HOSPITAL OF PRINCTON,
,GREENBRIER VALLEY MEDICAL CENTER,
,LOGAN REGIONAL MEDICAL CENTER,
,ENCOMPASS HEALTH REHAB HOSPITAL OF HUNTINGTON,
,ROANE GENERAL HOSPITAL,
,HAMPSHIRE MEMORIAL HOSPITAL,
,SELECT SPECIALTY HOSPITAL,
,SUMMERSVILLE REGIONAL MEDICAL CENTER,
,WAR MEMORIAL HOSPITAL,
,WEBSTER COUNTY MEMORIAL HOSPITAL,
,WELCH COMMUNITY HOSPITAL,
,MARTINSBURG VA MEDICAL CENTER,
,CAMDEN CLARK MEDICAL CENTER,
,CHARLSTON AREA MEDICAL CENTER,
,HIGHLAND-CLARKSBURG HOSPITAL INC,
,JACKSON GENERAL HOSPITAL,
,INDIAN PATH MEDICAL CENTER,
,LE BONHEUR CHILDREN'S HOSPITAL,
,MONONGALIA COUNTY GENERAL HOSPITAL,
,WEIRTON MEDICAL CENTER,
,CRICHTON REHABILITATION CENTER,
,DANVILLE STATE HOSPITAL,
,EAGLEVILLE HOSPITAL,
,EASTON HOSPITAL,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTOONA,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ERIE,
,ENCOMPASS HEALTH NITTANY VALLEY REHABILITATION HOSPITAL,
,ENCOMPASS HEALTH READING REHABILITATION HOSPITAL,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SEWICKLEY,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MECHANICSBURG,
,GEISINGER ENCOMPASS HEALTH REHABILITATION HOSPITAL,
,GIRARD MEDICAL CENTER,
,GUTHRIE TOWANDA MEMORIAL HOSPITAL,
,LANCASTER GENERAL HOSPITAL,
,MERCY CATHOLIC MEDICAL CENTER,
,RIDDLE HOSPITAL,
,ST MARY MEDICAL CENTER,
,TEMPLE UNIVERSITY HOSPITAL,
,HIGHLANDS HOSPITAL,
,BRYN MAWR HOSPITAL,
,BRYN MAWR REHABILITATION HOSPITAL,
,CHAN SOON SHIONG MEDICAL CENTER AT WINDBER,
,CURAHEALTH HERITAGE VALLEY,
,CURAHEALTH PITTSBURGH,
,JEFFERSON HEALTH-NORTHEAST,
,LECOM HEALTH CORRY MEMORIAL HOSPITAL,
,LEHIGH VALLEY HOSPITAL POCONO,
,LEHIGH VALLEY HOSPITAL TRANSPLANT CENTER,
,LEHIGH VALLEY HOSPITAL SCHUYLKILL,
,LIFECARE HOSPITALS OF CHESTER COUNTY,
,LIFECARE HOSPITALS OF PITTSBURGH - ALLE-KISKI,
,LIFECARE HOSPITALS OF PITTSBURGH - SUBURBAN,
,PAOLI HOSPITAL,
,PENN HIGHLANDS HUNTINGDON,
,ST LUKES HOSPITAL OF BETHLEHEM,
,UPMC CARLISLE,
,UPMC COLE,
,UPMC KANE,
,UPMC MAGEE-WOMENS HOSPITAL,
,UPMC SOMERSET,
,UPMC SUSQUEHANNA MUNCY,
,UPMC SUSQUEHANNA SOLDIERS & SAILORS,
,WELLSPAN EPHRATA COMMUNITY HOSPITAL,
,WELLSPAN GETTYSBURG HOSPITAL,
,WELLSPAN GOOD SAMARITAN HOSPITAL,
,BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY,
,CAMDEN GENERAL HOSPITAL,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CHATTANOOGA,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF FRANKLIN,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KINGSPORT,
,ERLANGER EAST HOSPITAL,
,ERLANGER NORTH HOSPITAL,
,FORT LOUDOUN MEDICAL CENTER,
,HARDIN MEDICAL CENTER,
,HENDERSON COUNTY COMMUNITY HOSPITAL,
,LECONTE MEDICAL CENTER,
,MEMORIAL HOSPITAL HIXSON,
,PARKRIDGE MEDICAL CENTER,
,QUILLEN REHABILITATION HOSPITAL,
,SAINT FRANCIS HOSPITAL MEMPHIS,
,SAINT FRANCIS HOSPITAL BARTLETT,
,SAINT THOMAS DEKALB HOSPITAL,
,SAINT THOMAS HOSPITAL FOR SPECIALTY SURGERY,
,SAINT THOMAS STONES RIVER HOSPITAL,
,SAINT THOMAS HIGHLANDS HOSPITAL,
,SAINT THOMAS WEST HOSPITAL,
,SELECT SPECIALTY HOSPITAL - MEMPHIS,
,TENNOVA HEALTHCARE - CLARKSVILLE,
,TENNOVA HEALTHCARE - CLEVELAND,
,TENNOVA HEALTHCARE - CLEVELAND,
,TENNOVA HEALTHCARE - NEWPORT MEDICAL CENTER,
,TRISTAR ASHLAND CITY MEDICAL CENTER,
,TRISTAR HORIZON MEDICAL CENTER,
,TRISTAR SKYLINE MADISON CAMPUS,
,TRISTAR SOUTHERN HILLS MEDICAL CENTER,
,METHODIST HOSPITAL-SOUTH,
,TENNOVA HEALTHCARE NORTH KNOXVILLE MEDICAL CENTER,
,GREENVILLE COMMUNITY HOSPITAL WEST,
,VANDERBILT WILSON COUNTY HOSPITAL,
,WEST TENNESSEE HEALTHCARE REHABILITATION HOSPITAL CANE CREEK,
,WEST TENNESSEE HEALTHCARE DYERSBURG HOSPITAL,
,BLOUNT MEMORIAL HOSPITAL,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MEMPHIS,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTH MEMPHIS,
,FORT SANDERS REGIONAL MEDICAL CENTER,
,JOHNSON COUNTY HEALTH CENTER,
,LIVINGSTON REGIONAL HOSPITAL,
,METHODIST HEALTHCARE - MEMPHIS HOSPITAL,
,MORRISTOWN-HAMBLEN HEALTHCARE SYSTEM,
,REGIONAL ONE HEALTH,
,REGIONAL ONE HEALTH EXTENDED CARE HOSPITAL,
,SELECT SPECIALTY HOSPITAL - NORTH KNOXVILLE,
,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM WINCHESTER,
,SUMNER REGIONAL MEDICAL CENTER,
,TENNOVA HEALTHCARE - JEFFERSON MEMORIAL HOSPITAL,
,THE UNIVERSITY OF TENNESSEE MEDICAL CENTER,
,TRISTAR CENTENNIAL MEDICAL CENTER,
,TRISTAR HENDERSONVILLE MEDICAL CENTER,
,TRISTAR PORTLAND MEDICAL PARK,
,TRISTAR STONECREST MEDICAL CENTER,
,UNICOI COUNTY MEMORIAL HOSPITAL,
,VANDERBILT UNIVERSITY HOSPITAL,
,ALLIANCEHEALTH PONCA CITY,
,SELECT SPECIALTY HOSPITAL -OKLAHOMA CITY,
,UCHEALTH HIGHLANDS RANCH HOSPITAL,
,THE PHYSICIANS' HOSPITAL IN ANADARKO,
,MERCY REHABILITATION HOSPITAL OKLAHOMA CITY,
,PAM REHABILITATION HOSPITAL OF TULSA,
,NORTHWEST CENTER FOR BEHAVIORAL HEALTH (NCBH),
,INTEGRIS CANADIAN VALLEY HOSPITAL,
,OKLAHOMA HEART HOSPITAL SOUTH,
,CORNERSTONE SPECIALTY HOSPITAL SHAWNEE,
,OKC-AMG SPECIALTY HOSPITAL,
,STILLWATER MEDICAL PERRY,
,BLACKWELL REGIONAL HOSPITAL,
,COMANCHE COUNTY MEMORIAL HOSPITAL,
,SUMMIT MEDICAL CENTER,
,GRADY MEMORIAL HOSPITAL,
,HILLCREST HOSPITAL PRYOR,
,INTEGRIS SOUTHWEST MEDICAL CENTER,
,MANGUM REGIONAL MEDICAL CENTER,
,MCCURTAIN MEMORIAL HOSPITAL,
,NEWMAN MEMORIAL HOSPITAL,
,NORMAN REGIONAL HEALTH SYSTEM -NORMAN CAMPUS,
,NORTHEASTERN HEALTH SYSTEM,
,OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,
,OU MEDICAL CENTER,
,PUSHMATAHA COUNTY-TOWN OF ANTLERS HOSPITAL AUTHORITY,
,SSM HEALTH ST. ANTHONY SHAWNEE HOSPITAL,
,SSM HEALTH ST. ANTHONY HOSPITAL-OKLAHOMA CITY,
,JANE PHILLIPS MEMORIAL MEDICAL CENTER,
,INTEGRIS BAPTIST MEDICAL CENTER,
,OKLAHOMA SURGICAL HOSPITAL,
,PAWHUSKA HOSPITAL,
,SAIN FRANCIS HOSPITAL VINITA,
,SAINT FRANCIS HOSPITAL,
,ST. JOHN MEDICAL CENTER,
,ST. JOHN SAPULPA,
,BUCHANAN GENERAL HOSPITAL,
,CARILION MEDICAL CENTER,
,CENTRA LYNCHBURG GENERAL HOSPITAL,
,MORTON COUNTY HOSPITAL,
,CHILDREN'S HOSPITAL OF RICHMOND AT VCU (BROOK ROAD),
,SOVAH HEALTH DANVILLE,
,HEALTHSOUTH REHABILIATION HOSPITAL OF FREDERICKSBURG,
,HENRICO DOCTORS' HOSPITAL - RETREAT,
,WINCHESTER REHABILITATION CENTER,
,RINGGOLD COUNTY HOSPITAL,
,LONGS PEAK HOSPITAL,
,EDGEFIELD COUNTY HOSPITAL,
,HAMILTON MEDICAL CENTER,
,MARTIN ARMY COMMUNITY HOSPITAL,
,CRISP REGIONAL HOSPITAL,
,PERRY HOSPITAL,
,MADISON COUNTY MEMORIAL HOSPITAL,
,DOCTORS MEMORIAL HOSPITAL,
,NEW HORIZONS OF TREASURE COAST - MENTAL HEALTH CENTER,
,BROWARD HEALTH IMPERIAL POINT,
,EAMC - LANIER,
,ST. VINCENT'S ST.CLAIR,
,SANCTUARY AT THE WOODLANDS,
,RIVERVIEW REGIONAL MEDICAL CENTER,
,UPMC MEMORIAL,
,HUNTSVILLE HOSPITAL WOMEN & CHILDREN-ER,
,DAVIS MEDICAL CENTER,
,KAISER FND HOSP - ANAHEIM,
,VAN DIEST MEDICAL CENTER,
,KINDRED HOSPITAL NORTHERN INDIANA,
,COMPASS BEHAVIORAL CENTER OF HOUMA,
,WASHINGTON COUNTY HOSPITAL,
,CHAMPION MEDICAL CENTER - BATON ROUGE,
,HOSPITAL DISTRICT 1 OF RICE COUNTY,
,MCPHERSON HOSPITAL INC,
,SAINT JOSEPH HOSPITAL,
,PRINCE GEORGES HOSPITAL CENTER,
,LAKEVIEW MEMORIAL HOSPITAL,
,SMOKEY POINT BEHAIVORAL HOSPITAL,
,PRAIRIE SAINT JOHN'S,
,VIRTUA WEST JERSEY HOSPITAL - VOORHEES,
,MERCY WILLARD HOSPITAL,
,ST. JOHN REHABILITATION HOSPITAL AFFILIATED WITH HEALTHSOUTH,
,SAN ANTONIO BEHAVIORAL HEALTHCARE HOSPITAL,
,LAKEVIEW HOSPITAL,
,METHODIST HOSPITAL,
,THE RUBY VALLEY HOSPITAL,
,BRATTLEBORO RETREAT,
,VERMONT PSYCHIATRIC CARE HOSPITAL,
,COX BARTON COUNTY HOSPITAL,
,CHRISTIAN HOSPITAL NORTHWEST,
,POPLAR BLUFF REGIONAL MEDICAL CENTER,
,TWIN RIVERS REGIONAL MEDICAL CENTER,
